"SoundID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_new_touch_response","count_delay_1","count_experiment","count_logger","count_new_OMMConditioner","count_new_loop","count_new_repeat_cycle","count_new_touch_response","count_sound","count_start_button","count_trial_sequence","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_new_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_new_touch_response","response_time","response_time_new_touch_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_delay_1","time_experiment","time_logger","time_new_OMMConditioner","time_new_loop","time_new_repeat_cycle","time_new_touch_response","time_sound","time_start_button","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"125","100","100","4280","4280","black","no","legacy","legacy","legacy","0","relative","1","1","0","0","0","NA","0","0","0","0","0","0","undefined","-38","-110","Tue Jul 20 11:19:17 2021","A basic match-to-sample task","yes","BackgroundTask2.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","4280","4280","2","legacy","1024","2","48000","-16","experiment","2","even","7253","918","8753","5252","921","NA","971","5252","971","969","OMM Match to sample","1","4280","1","yes","1024"
"144","100","100","2805","2805","black","no","legacy","legacy","legacy","0","relative","1","1","1","0","1","NA","0","1","1","1","1","1","undefined","14","22","Tue Jul 20 11:19:17 2021","A basic match-to-sample task","yes","BackgroundTask2.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","11","11","1330","1330","2","legacy","1024","2","48000","-16","experiment","2","even","12133","918","13633","10131","921","NA","8801","10131","8801","8799","OMM Match to sample","2","5610","2","yes","1024"
"101","100","100","2740.3333333333335","2740.3333333333335","black","no","legacy","legacy","legacy","0","relative","1","1","2","0","2","NA","0","2","2","2","2","2","undefined","-6","-13","Tue Jul 20 11:19:17 2021","A basic match-to-sample task","yes","BackgroundTask2.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","2611","2611","2","legacy","1024","2","48000","-16","experiment","2","even","18281","918","19781","16279","921","NA","13667","16278","13667","13665","OMM Match to sample","3","8221","3","yes","1024"
"100","75","75","1357077.25","1357077.25","black","no","legacy","legacy","legacy","0","relative","0","0","3","0","3","NA","0","3","3","3","3","3","undefined","-421","-8","Tue Jul 20 11:19:17 2021","A basic match-to-sample task","yes","BackgroundTask2.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","5","5","5420088","5420088","2","legacy","1024","2","48000","-16","experiment","2","even","18281","918","5439909","16279","921","NA","19820","16278","19820","19818","OMM Match to sample","3","5428309","4","yes","1024"
