"SoundID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_new_touch_response","count_delay_1","count_delay_1_1","count_experiment","count_logger","count_new_OMMConditioner","count_new_OMMConditioner_1","count_new_loop","count_new_repeat_cycle","count_new_touch_response","count_sound","count_start_button","count_trial_sequence","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_new_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_new_touch_response","response_time","response_time_new_touch_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_delay_1","time_delay_1_1","time_experiment","time_logger","time_new_OMMConditioner","time_new_OMMConditioner_1","time_new_loop","time_new_repeat_cycle","time_new_touch_response","time_sound","time_start_button","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"129","0","0","70245823","70245823","black","no","legacy","legacy","legacy","0","relative","0","0","NA","0","0","0","NA","NA","0","0","0","0","0","0","undefined","133","-356","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","3","3","70245823","70245823","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","983","70246935","NA","NA","986","NA","1111","NA","1111","1109","OMM Match to sample","0","70245823","1","yes","1024"
"108","0","0","35130698.5","35130698.5","black","no","legacy","legacy","legacy","0","relative","0","0","NA","1","0","1","NA","NA","0","1","1","1","1","1","undefined","153","265","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","15574","15574","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","983","70262634","NA","NA","986","NA","70247060","NA","70247060","70247059","OMM Match to sample","0","70261397","2","yes","1024"
"101","0","0","23425167","23425167","black","no","legacy","legacy","legacy","0","relative","0","0","NA","2","0","2","NA","NA","0","2","2","2","2","2","undefined","-142","-244","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","2","2","14104","14104","2","legacy","1024","2","48000","-16","experiment","0","even","NA","NA","983","70276855","NA","NA","986","NA","70262750","NA","70262750","70262748","OMM Match to sample","0","70275501","3","yes","1024"
"144","25","25","17573564","17573564","black","no","legacy","legacy","legacy","0","relative","1","1","NA","3","0","3","NA","NA","0","3","3","3","3","3","undefined","94","-107","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","7","7","18755","18755","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70298205","983","70299706","70295730","70296201","986","NA","70276974","70295730","70276974","70276973","OMM Match to sample","1","70294256","4","yes","1024"
"117","40","40","14077312","14077312","black","no","legacy","legacy","legacy","0","relative","1","1","NA","4","0","4","NA","NA","0","4","4","4","4","4","undefined","6","-169","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","4","4","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","7","7","92304","92304","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70394598","983","70396098","70392131","70392591","986","NA","70299826","70392131","70299826","70299824","OMM Match to sample","2","70386560","5","yes","1024"
"107","50","50","11733005.833333334","11733005.833333334","black","no","legacy","legacy","legacy","0","relative","1","1","NA","5","0","5","NA","NA","0","5","5","5","5","5","undefined","-35","-10","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","5","5","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","11475","11475","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70410166","983","70411666","70407699","70408161","986","NA","70396223","70407699","70396223","70396222","OMM Match to sample","3","70398035","6","yes","1024"
"143","42.857142857142854","42.857142857142854","10059897.857142856","10059897.857142856","black","no","legacy","legacy","legacy","0","relative","0","0","NA","6","0","6","NA","NA","0","6","6","6","6","6","undefined","-305","163","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","6","6","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","9","9","21250","21250","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70410166","983","70433039","70407699","70408161","986","NA","70411788","70407699","70411788","70411787","OMM Match to sample","3","70419285","7","yes","1024"
"110","37.5","37.5","8802499.125","8802499.125","black","no","legacy","legacy","legacy","0","relative","0","0","NA","7","0","7","NA","NA","0","7","7","7","7","7","undefined","-327","163","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","7","7","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","9","9","708","708","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70410166","983","70433862","70407699","70408161","986","NA","70433154","70407699","70433154","70433153","OMM Match to sample","3","70419993","8","yes","1024"
"114","44.44444444444444","44.44444444444444","7835863.111111111","7835863.111111111","black","no","legacy","legacy","legacy","0","relative","1","1","NA","8","0","8","NA","NA","0","8","8","8","8","8","undefined","-158","-26","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","8","8","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","102775","102775","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70539200","983","70540700","70536752","70537199","986","NA","70433976","70536752","70433976","70433975","OMM Match to sample","4","70522768","9","yes","1024"
"130","50","50","7052670.1","7052670.1","black","no","legacy","legacy","legacy","0","relative","1","1","NA","9","0","9","NA","NA","0","9","9","9","9","9","undefined","-163","-28","Mon Oct 11 13:20:11 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","9","9","C:/Users/covop/OneDrive/Documents/GitHub/OMM/11102021m3.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","3933","3933","2","legacy","1024","2","48000","-16","experiment","0","even","NA","70547202","983","70548702","70544759","70545201","986","NA","70540825","70544759","70540825","70540823","OMM Match to sample","5","70526701","10","yes","1024"
