"SoundID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_new_touch_response","count_delay_1","count_delay_1_1","count_experiment","count_logger","count_new_OMMConditioner","count_new_OMMConditioner_1","count_new_loop","count_new_repeat_cycle","count_new_touch_response","count_sound","count_start_button","count_trial_sequence","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_new_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_new_touch_response","response_time","response_time_new_touch_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_delay_1","time_delay_1_1","time_experiment","time_logger","time_new_OMMConditioner","time_new_OMMConditioner_1","time_new_loop","time_new_repeat_cycle","time_new_touch_response","time_sound","time_start_button","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"144","100","100","694","694","black","no","legacy","legacy","legacy","0","relative","1","1","NA","0","0","0","NA","NA","0","0","0","0","0","0","undefined","-19","-21","Fri Oct  1 11:53:53 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","0","0","C:/Users/covop/OneDrive/Documents/GitHub/OMM/01102021m2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","694","694","2","legacy","1024","2","48000","-16","experiment","0","even","NA","4121","819","5621","1652","2117","824","NA","957","1652","957","956","OMM Match to sample","1","694","1","yes","1024"
"117","100","100","1331.5","1331.5","black","no","legacy","legacy","legacy","0","relative","1","1","NA","1","0","1","NA","NA","0","1","1","1","1","1","undefined","0","0","Fri Oct  1 11:53:53 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","1","1","C:/Users/covop/OneDrive/Documents/GitHub/OMM/01102021m2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","11","11","1969","1969","2","legacy","1024","2","48000","-16","experiment","0","even","NA","10171","819","11672","7723","8167","824","NA","5754","7723","5754","5752","OMM Match to sample","2","2663","2","yes","1024"
"106","100","100","90677462.66666667","90677462.66666667","black","no","legacy","legacy","legacy","0","relative","1","1","NA","2","0","2","NA","NA","0","2","2","2","2","2","undefined","105","-77","Fri Oct  1 11:53:53 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","2","2","C:/Users/covop/OneDrive/Documents/GitHub/OMM/01102021m2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","7","7","272029725","272029725","2","legacy","1024","2","48000","-16","experiment","0","even","NA","272043975","819","272045475","272041531","272041973","824","NA","11806","272041532","11806","11804","OMM Match to sample","3","272032388","3","yes","1024"
"121","100","100","85729174.5","85729174.5","black","no","legacy","legacy","legacy","0","relative","1","1","NA","3","0","3","NA","NA","0","3","3","3","3","3","undefined","64","77","Fri Oct  1 11:53:53 2021","A basic match-to-sample task","yes","BackgroundTask7.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","3","3","C:/Users/covop/OneDrive/Documents/GitHub/OMM/01102021m2.csv","legacy","Lentiform Loewenfeld","3.3.9","0","11","11","70884310","70884310","2","legacy","1024","2","48000","-16","experiment","0","even","NA","342932403","819","342933904","342929942","342930394","824","NA","272045631","342929942","272045631","272045629","OMM Match to sample","4","342916698","4","yes","1024"
