"SoundID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_new_touch_response","count_delay_1","count_experiment","count_logger","count_new_OMMConditioner","count_new_loop","count_new_repeat_cycle","count_new_touch_response","count_sound","count_start_button","count_trial_sequence","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_new_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_new_touch_response","response_time","response_time_new_touch_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_delay_1","time_experiment","time_logger","time_new_OMMConditioner","time_new_loop","time_new_repeat_cycle","time_new_touch_response","time_sound","time_start_button","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"107","66.66666666666667","66.66666666666667","7968722.333333333","7968722.333333333","black","no","legacy","legacy","legacy","0","relative","1","1","20","0","20","NA","0","20","20","20","20","20","undefined","-12","18","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","10","10","899565","899565","2","legacy","1024","2","48000","-16","experiment","0","even","167392481","903","167393981","167390470","905","NA","166490904","167392471","166490904","166490902","OMM Match to sample","14","167343169","21","yes","1024"
"128","68.18181818181819","68.18181818181819","7606598.545454546","7606598.545454546","black","no","legacy","legacy","legacy","0","relative","1","1","21","0","21","NA","0","21","21","21","21","21","undefined","-176","-85","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","1999","1999","2","legacy","1024","2","48000","-16","experiment","0","even","167398031","903","167399532","167396026","905","NA","167394026","167398027","167394026","167394024","OMM Match to sample","15","167345168","22","yes","1024"
"112","69.56521739130434","69.56521739130434","7275962.956521739","7275962.956521739","black","no","legacy","legacy","legacy","0","relative","1","1","22","0","22","NA","0","22","22","22","22","22","undefined","-68","-23","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","6","6","1980","1980","2","legacy","1024","2","48000","-16","experiment","0","even","167403566","903","167405066","167401562","905","NA","167399580","167403562","167399580","167399578","OMM Match to sample","16","167347148","23","yes","1024"
"117","70.83333333333333","70.83333333333333","6973090.208333333","6973090.208333333","black","no","legacy","legacy","legacy","0","relative","1","1","23","0","23","NA","0","23","23","23","23","23","undefined","-132","15","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","10","10","7017","7017","2","legacy","1024","2","48000","-16","experiment","0","even","167414147","903","167415647","167412142","905","NA","167405124","167414142","167405124","167405122","OMM Match to sample","17","167354165","24","yes","1024"
"134","72","72","6706008.32","6706008.32","black","no","legacy","legacy","legacy","0","relative","1","1","24","0","24","NA","0","24","24","24","24","24","undefined","-11","5","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","10","10","296043","296043","2","legacy","1024","2","48000","-16","experiment","0","even","167713741","903","167715241","167711738","905","NA","167415694","167713740","167415694","167415692","OMM Match to sample","18","167650208","25","yes","1024"
"138","73.07692307692308","73.07692307692308","19523167.192307692","19523167.192307692","black","no","legacy","legacy","legacy","0","relative","1","1","25","0","25","NA","0","25","25","25","25","25","undefined","69","71","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","11","11","339952139","339952139","2","legacy","1024","2","48000","-16","experiment","0","even","507669427","903","507670927","507667424","905","NA","167715284","507669425","167715284","167715282","OMM Match to sample","19","507602347","26","yes","1024"
"139","74.07407407407408","74.07407407407408","18895243.814814813","18895243.814814813","black","no","legacy","legacy","legacy","0","relative","1","1","26","0","26","NA","0","26","26","26","26","26","undefined","48","-143","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","7","7","2569236","2569236","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","510243717","510240214","905","NA","507670977","510242215","507670977","507670975","OMM Match to sample","20","510171583","27","yes","1024"
"106","71.42857142857143","71.42857142857143","18220558.964285713","18220558.964285713","black","no","legacy","legacy","legacy","0","relative","0","0","27","0","27","NA","0","27","27","27","27","27","undefined","-357","151","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","9","9","4068","4068","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","510247826","510240214","905","NA","510243758","510242215","510243757","510243756","OMM Match to sample","20","510175651","28","yes","1024"
"104","68.96551724137932","68.96551724137932","17609166.48275862","17609166.48275862","black","no","legacy","legacy","legacy","0","relative","0","0","28","0","28","NA","0","28","28","28","28","28","undefined","154","358","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","490177","490177","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","510738039","510240214","905","NA","510247861","510242215","510247861","510247860","OMM Match to sample","20","510665828","29","yes","1024"
"141","66.66666666666667","66.66666666666667","17022234.1","17022234.1","black","no","legacy","legacy","legacy","0","relative","0","0","29","0","29","NA","0","29","29","29","29","29","undefined","300","323","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","16","16","1195","1195","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","510739275","510240214","905","NA","510738079","510242215","510738079","510738078","OMM Match to sample","20","510667023","30","yes","1024"
"100","64.51612903225806","64.51612903225806","16478816.677419355","16478816.677419355","black","no","legacy","legacy","legacy","0","relative","0","0","30","0","30","NA","0","30","30","30","30","30","undefined","160","291","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","30","30","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","176294","176294","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","510915607","510240214","905","NA","510739312","510242215","510739312","510739310","OMM Match to sample","20","510843317","31","yes","1024"
"132","62.5","62.5","15966924.21875","15966924.21875","black","no","legacy","legacy","legacy","0","relative","0","0","31","0","31","NA","0","31","31","31","31","31","undefined","99","214","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","31","31","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","98258","98258","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511013904","510240214","905","NA","510915644","510242215","510915644","510915643","OMM Match to sample","20","510941575","32","yes","1024"
"149","60.60606060606061","60.60606060606061","15483099.151515152","15483099.151515152","black","no","legacy","legacy","legacy","0","relative","0","0","32","0","32","NA","0","32","32","32","32","32","undefined","99","214","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","32","32","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","697","697","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511014639","510240214","905","NA","511013941","510242215","511013941","511013940","OMM Match to sample","20","510942272","33","yes","1024"
"103","58.8235294117647","58.8235294117647","15027726","15027726","black","no","legacy","legacy","legacy","0","relative","0","0","33","0","33","NA","0","33","33","33","33","33","undefined","99","214","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","33","33","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","412","412","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511015088","510240214","905","NA","511014675","510242215","511014675","511014674","OMM Match to sample","20","510942684","34","yes","1024"
"105","57.142857142857146","57.142857142857146","14598823.028571429","14598823.028571429","black","no","legacy","legacy","legacy","0","relative","0","0","34","0","34","NA","0","34","34","34","34","34","undefined","183","198","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","34","34","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","16122","16122","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511031244","510240214","905","NA","511015121","510242215","511015121","511015120","OMM Match to sample","20","510958806","35","yes","1024"
"133","55.55555555555556","55.55555555555556","14196264.305555556","14196264.305555556","black","no","legacy","legacy","legacy","0","relative","0","0","35","0","35","NA","0","35","35","35","35","35","undefined","215","383","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","35","35","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","106709","106709","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511137991","510240214","905","NA","511031281","510242215","511031281","511031280","OMM Match to sample","20","511065515","36","yes","1024"
"146","54.054054054054056","54.054054054054056","13816441.297297297","13816441.297297297","black","no","legacy","legacy","legacy","0","relative","0","0","36","0","36","NA","0","36","36","36","36","36","undefined","111","376","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","36","36","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","142813","142813","2","legacy","1024","2","48000","-16","experiment","0","even","510242217","903","511280849","510240214","905","NA","511138034","510242215","511138034","511138032","OMM Match to sample","20","511208328","37","yes","1024"
"149","55.26315789473684","55.26315789473684","13453845.394736841","13453845.394736841","black","no","legacy","legacy","legacy","0","relative","1","1","37","0","37","NA","0","37","37","37","37","37","undefined","201","-69","Tue Jul 20 12:56:41 2021","A basic match-to-sample task","yes","BackgroundTask3.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","37","37","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","7","7","37797","37797","2","legacy","1024","2","48000","-16","experiment","0","even","511320678","903","511322178","511318676","905","NA","511280878","511320677","511280878","511280876","OMM Match to sample","21","511246125","38","yes","1024"
